Station Number,Station,Date,Riding Type,01AM-02AM,02AM-03AM,03AM-04AM,04AM-05AM,05AM-06AM,06AM-07AM,07AM-8AM,08AM-09AM,09AM-10AM,10AM-11AM,11AM-12PM,12PM-13PM,13PM-14PM,14PM-15PM,15PM-16PM,16PM-17PM,17PM-18PM,18PM-19PM,19PM-20PM,20PM-21PM,21PM-22PM,22PM-23PM,23PM-24AM,24AM-01AM
95,Dadaepo Beach,2023.12.31,boarding,0,0,0,12,31,53,63,137,167,224,319,354,347,477,559,447,1747,808,448,258,180,146,45,14
95,Dadaepo Beach,2023.12.31,alighting,52,10,0,2,28,61,47,92,116,221,275,323,425,532,670,1393,831,257,244,156,150,129,71,45
96,Dadaepo Harbor,2023.12.31,boarding,0,0,0,4,28,34,39,99,117,121,184,211,226,208,258,250,239,160,148,118,105,72,5,5
96,Dadaepo Harbor,2023.12.31,alighting,18,5,0,0,14,53,38,59,88,125,171,189,196,216,250,300,299,225,146,146,108,96,71,29
97,Natgae,2023.12.31,boarding,1,1,0,4,44,63,102,167,213,239,267,299,290,279,276,334,310,199,125,107,108,92,30,4
97,Natgae,2023.12.31,alighting,17,12,0,0,5,43,39,66,91,101,134,160,226,216,287,356,385,366,213,193,184,194,127,35
98,Sinjangnim,2023.12.31,boarding,0,2,0,4,33,47,68,102,149,173,172,160,167,173,137,176,145,108,90,64,76,65,9,7
98,Sinjangnim,2023.12.31,alighting,31,5,0,0,5,27,32,35,43,61,71,102,108,132,175,198,194,175,123,87,110,63,52,19
99,Jangnim,2023.12.31,boarding,1,1,0,4,36,30,46,81,95,124,184,177,211,163,190,223,205,128,131,109,94,92,26,5
99,Jangnim,2023.12.31,alighting,68,16,0,2,4,48,28,59,70,57,128,107,132,115,159,167,215,193,154,88,113,89,58,23
100,Dongmae,2023.12.31,boarding,0,1,0,4,36,54,59,113,155,187,185,246,203,209,198,257,186,157,98,83,56,68,10,9
100,Dongmae,2023.12.31,alighting,17,11,0,0,4,55,34,58,64,97,74,108,138,134,175,173,198,180,164,130,145,133,55,35
101,Sinpyeong,2023.12.31,boarding,0,0,0,18,52,68,118,151,237,255,336,289,306,312,313,319,341,277,171,120,118,123,40,15
101,Sinpyeong,2023.12.31,alighting,35,14,0,2,14,47,79,99,74,164,163,186,184,257,307,362,392,404,281,250,212,193,106,132
102,Hadan,2023.12.31,boarding,8,0,0,20,103,148,238,385,553,762,833,925,1173,1436,1387,1381,1130,1125,694,676,657,531,228,30
102,Hadan,2023.12.31,alighting,94,68,0,3,30,212,235,351,579,665,770,684,759,882,968,1137,1300,1192,1024,754,694,608,393,260
103,Dangni,2023.12.31,boarding,2,0,0,8,48,58,84,147,228,281,293,323,373,336,275,354,269,235,132,117,104,104,33,37
103,Dangni,2023.12.31,alighting,23,13,0,2,5,49,38,105,136,186,183,171,203,257,324,386,329,381,235,284,178,167,83,73
104,Saha,2023.12.31,boarding,1,0,0,1,37,62,73,157,191,241,263,284,250,219,222,259,226,202,118,84,119,75,42,9
104,Saha,2023.12.31,alighting,21,0,0,0,14,33,31,53,74,115,109,123,167,191,236,278,257,213,184,163,157,119,63,83
105,Goejeong,2023.12.31,boarding,4,0,0,2,73,98,109,228,326,401,433,484,505,540,522,572,516,347,288,260,218,190,56,30
105,Goejeong,2023.12.31,alighting,40,1,0,0,15,62,63,116,159,248,256,364,445,432,558,618,565,591,337,300,257,274,130,109
106,Daeti,2023.12.31,boarding,8,0,0,7,33,39,76,130,203,225,240,274,237,199,214,179,164,136,98,78,65,75,15,10
106,Daeti,2023.12.31,alighting,28,0,0,3,9,44,36,65,90,113,74,94,148,156,205,257,210,214,164,121,141,88,55,77
107,Seodaesin,2023.12.31,boarding,1,0,0,2,20,24,48,90,162,190,186,222,209,232,267,237,222,122,92,65,51,35,19,10
107,Seodaesin,2023.12.31,alighting,32,0,0,1,12,40,60,116,142,166,128,150,188,165,188,199,164,164,112,123,140,82,54,45
108,Dongdaesin,2023.12.31,boarding,3,0,0,5,60,59,99,176,247,298,331,420,406,414,430,410,298,250,157,166,124,130,36,20
108,Dongdaesin,2023.12.31,alighting,46,0,0,0,14,68,51,74,153,211,169,188,220,238,283,353,326,342,246,215,165,160,142,64
109,Toseong,2023.12.31,boarding,3,0,0,3,48,71,107,186,225,301,340,451,397,358,413,436,407,252,175,115,115,131,73,28
109,Toseong,2023.12.31,alighting,26,0,0,0,46,77,81,146,283,307,280,252,304,303,318,278,280,236,212,115,187,174,115,54
110,Jagalchi,2023.12.31,boarding,25,0,0,7,64,95,121,233,367,502,712,998,1336,2018,2351,2529,2107,1910,1587,1414,1257,879,461,291
110,Jagalchi,2023.12.31,alighting,60,0,0,3,59,129,223,337,728,1144,2025,2529,2406,2278,2093,2051,1728,1560,988,638,527,374,213,66
111,Nampo,2023.12.31,boarding,22,0,0,2,72,89,145,274,500,535,704,927,1286,1661,2141,2587,2280,2315,1959,1865,1210,851,381,1082
111,Nampo,2023.12.31,alighting,98,0,0,0,68,151,212,404,864,1337,1950,2126,2431,2307,2251,2234,2073,1881,1192,936,732,721,553,70
112,Jungang,2023.12.31,boarding,9,0,0,0,42,63,67,129,239,217,232,265,298,345,403,429,440,317,226,208,164,124,64,657
112,Jungang,2023.12.31,alighting,81,0,0,0,17,57,84,138,160,230,241,288,341,304,365,317,280,273,163,197,169,167,116,23
113,Busan Station,2023.12.31,boarding,12,0,0,1,77,105,138,412,989,1615,2111,1678,2307,1451,2153,1799,1781,1366,1202,919,880,750,297,77
113,Busan Station,2023.12.31,alighting,211,0,0,0,104,344,568,799,1050,1092,1237,1408,1623,1952,1856,1934,1850,1758,1688,1026,1026,616,315,150
114,Choryang,2023.12.31,boarding,0,0,0,1,31,59,73,116,186,198,209,259,351,312,284,302,250,219,152,145,77,89,52,10
114,Choryang,2023.12.31,alighting,51,0,0,0,17,52,67,110,96,178,178,180,217,204,251,265,267,233,220,151,177,136,90,33
115,Busanjin,2023.12.31,boarding,6,0,0,0,61,53,97,147,198,266,352,432,366,345,292,295,334,266,168,103,98,107,35,16
115,Busanjin,2023.12.31,alighting,37,0,0,0,11,50,67,112,175,209,160,220,242,298,327,380,326,285,193,194,170,129,74,71
116,Jwacheon,2023.12.31,boarding,5,0,0,0,32,62,81,117,160,189,221,274,340,389,240,222,215,119,89,61,73,44,19,14
116,Jwacheon,2023.12.31,alighting,21,0,0,0,21,48,39,100,123,289,330,119,157,169,197,192,185,172,127,184,123,125,81,48
117,Beomil,2023.12.31,boarding,4,0,0,1,73,95,126,180,255,344,473,572,790,830,854,725,647,537,378,408,209,177,73,9
117,Beomil,2023.12.31,alighting,24,0,0,0,40,83,116,198,505,626,650,679,637,686,670,625,595,445,329,271,202,221,156,71
118,Beomnaegol,2023.12.31,boarding,4,0,0,1,62,96,105,236,341,382,367,355,365,335,386,338,371,363,212,182,174,182,77,3
118,Beomnaegol,2023.12.31,alighting,80,0,0,0,23,69,74,102,172,240,262,233,313,328,346,366,392,333,289,259,218,190,119,89
119,Seomyeon,2023.12.31,boarding,67,0,0,8,283,266,244,376,627,800,1028,1351,1635,2169,2612,3042,2825,2754,2132,2089,1627,1545,977,106
119,Seomyeon,2023.12.31,alighting,253,0,0,2,98,162,224,481,1142,1645,2790,3456,3638,3485,3341,3260,2921,2757,2222,1685,1601,1316,666,412
120,Bujeon,2023.12.31,boarding,3,0,0,0,77,134,165,290,522,552,687,841,890,979,1264,1328,1019,714,491,278,277,205,99,10
120,Bujeon,2023.12.31,alighting,42,0,0,0,57,136,150,301,443,681,956,1388,1412,1186,1136,1030,729,647,344,325,271,255,116,51
121,Yangjeong,2023.12.31,boarding,12,0,0,1,83,146,147,243,358,407,390,516,505,560,431,431,434,379,286,197,233,201,83,19
121,Yangjeong,2023.12.31,alighting,86,0,0,0,49,72,93,141,210,345,305,301,370,378,484,526,580,482,369,362,313,232,167,40
122,City Hall,2023.12.31,boarding,6,0,0,1,87,135,150,321,605,532,561,602,646,680,642,648,564,464,386,281,311,239,137,11
122,City Hall,2023.12.31,alighting,80,1,0,0,43,87,159,200,253,331,461,470,438,507,590,638,710,607,523,391,391,294,203,46
123,Yeonsan,2023.12.31,boarding,18,0,0,1,151,177,202,332,567,621,696,817,775,782,876,799,780,837,479,382,361,317,141,27
123,Yeonsan,2023.12.31,alighting,134,1,0,0,48,95,126,248,460,543,580,714,667,647,799,929,963,827,737,580,514,391,300,107
124,Busan Nat\'l Univ. of Edu.,2023.12.31,boarding,10,0,0,6,50,126,190,304,516,649,773,687,902,658,676,741,679,619,395,298,323,221,189,32
124,Busan Nat\'l Univ. of Edu.,2023.12.31,alighting,64,0,0,3,42,102,107,206,355,460,505,492,583,638,781,749,750,627,474,415,395,342,158,40
125,Dongnae,2023.12.31,boarding,13,0,0,5,121,176,218,363,541,588,717,764,888,919,875,861,751,763,600,658,627,581,368,91
125,Dongnae,2023.12.31,alighting,133,0,0,1,94,266,180,281,506,531,662,611,773,836,957,1082,1220,1196,922,871,706,508,436,76
126,Myeongnyun,2023.12.31,boarding,2,0,0,2,62,93,126,213,296,371,435,535,596,612,642,720,612,485,381,386,239,182,119,20
126,Myeongnyun,2023.12.31,alighting,87,0,0,1,29,73,78,159,335,342,401,416,486,555,613,671,649,482,428,278,327,241,181,51
127,Oncheonjang,2023.12.31,boarding,3,0,0,7,134,159,259,395,619,739,781,839,958,1062,925,996,896,741,511,408,332,315,110,16
127,Oncheonjang,2023.12.31,alighting,109,0,0,0,88,261,331,387,535,594,702,682,750,814,832,957,919,766,660,496,425,353,234,60
128,Pusan Nat\'l Univ.,2023.12.31,boarding,1,0,0,1,72,125,147,245,370,446,494,642,776,809,804,1029,962,949,712,747,642,607,272,21
128,Pusan Nat\'l Univ.,2023.12.31,alighting,130,0,0,0,30,75,80,151,332,453,601,835,755,858,927,975,977,829,615,534,405,378,237,68
129,Jangjeon,2023.12.31,boarding,3,0,0,0,64,127,181,293,435,530,563,603,577,590,632,603,595,421,303,253,270,271,96,18
129,Jangjeon,2023.12.31,alighting,130,0,0,0,38,78,107,192,217,363,302,331,411,436,462,553,531,519,440,364,392,374,261,82
130,Guseo,2023.12.31,boarding,1,0,0,2,64,72,113,198,282,402,450,467,519,478,505,498,450,376,301,258,265,230,91,8
130,Guseo,2023.12.31,alighting,69,0,0,1,4,70,107,142,243,272,319,364,379,416,409,503,501,457,319,332,239,208,130,49
131,Dusil,2023.12.31,boarding,3,0,0,5,60,90,136,221,304,352,367,487,393,362,359,309,327,224,179,134,124,117,34,25
131,Dusil,2023.12.31,alighting,54,0,0,0,2,88,75,97,188,224,194,213,211,191,288,291,309,312,230,203,254,182,153,37
132,Namsan,2023.12.31,boarding,1,0,0,1,53,70,104,148,228,308,317,362,358,308,284,312,248,212,177,138,142,135,47,7
132,Namsan,2023.12.31,alighting,49,0,0,0,1,78,55,85,105,174,155,151,173,221,224,311,307,286,239,173,188,173,148,47
133,Beomeosa,2023.12.31,boarding,0,0,0,5,43,86,107,210,325,388,460,491,557,535,542,463,399,253,180,132,118,103,23,7
133,Beomeosa,2023.12.31,alighting,29,0,0,0,0,106,58,152,332,379,331,282,278,291,324,306,316,258,204,165,174,153,92,31
134,Nopo,2023.12.31,boarding,0,0,0,22,53,66,124,232,429,687,805,923,884,866,843,852,803,606,462,388,342,251,102,7
134,Nopo,2023.12.31,alighting,55,0,0,2,0,255,308,408,576,769,592,582,647,669,730,711,604,660,478,370,380,212,131,44
201,Jangsan,2023.12.31,boarding,10,0,0,7,86,163,194,302,507,563,590,670,772,897,901,980,906,917,744,706,814,831,353,20
201,Jangsan,2023.12.31,alighting,766,0,0,0,0,171,149,289,399,563,505,713,633,840,734,963,946,872,615,553,572,383,256,222
202,Jung-dong,2023.12.31,boarding,4,0,0,4,35,69,102,161,251,319,403,463,434,528,521,605,568,430,349,308,317,277,134,19
202,Jung-dong,2023.12.31,alighting,269,1,0,1,0,107,73,146,231,394,395,361,448,431,448,499,554,403,346,266,214,164,128,74
203,Haeundae,2023.12.31,boarding,55,2,0,5,75,76,105,229,316,678,987,931,1107,1241,1687,1761,1698,1825,1707,1475,1529,1595,745,567
203,Haeundae,2023.12.31,alighting,896,2,0,0,6,243,235,334,588,696,1101,1229,1510,1633,1759,1846,1978,1700,1517,1321,1422,882,715,170
204,Dongbaek,2023.12.31,boarding,55,0,0,3,37,38,69,153,183,309,292,343,434,400,462,458,428,415,301,292,272,295,172,13
204,Dongbaek,2023.12.31,alighting,188,0,0,0,2,107,88,161,222,196,254,320,316,395,468,583,483,491,323,307,252,200,102,28
205,BEXCO(Busan Museum of Art),2023.12.31,boarding,13,0,0,0,22,129,132,272,384,740,640,1106,694,1023,745,877,902,682,563,729,763,547,319,183
205,BEXCO(Busan Museum of Art),2023.12.31,alighting,313,1,0,0,17,174,166,513,339,980,461,819,623,824,1049,1273,625,690,620,636,475,315,172,82
206,Centum City,2023.12.31,boarding,9,0,0,1,15,54,67,130,191,362,520,759,1106,1427,1920,2148,2206,2266,1848,3039,2502,796,1010,13
206,Centum City,2023.12.31,alighting,396,0,0,1,7,125,184,430,1224,1323,1644,1738,1980,2080,2513,2168,1459,1109,969,390,257,236,137,106
207,Millak,2023.12.31,boarding,133,0,0,0,17,48,62,110,168,186,203,208,176,200,200,258,178,151,112,108,111,125,95,33
207,Millak,2023.12.31,alighting,52,1,0,0,4,27,20,33,75,104,140,146,146,174,169,256,309,263,177,166,148,140,64,39
208,Suyeong,2023.12.31,boarding,1322,4,0,2,144,155,216,384,637,587,645,746,826,857,754,778,707,651,525,522,368,456,340,1005
208,Suyeong,2023.12.31,alighting,406,4,0,2,35,99,115,168,285,394,539,583,633,724,726,951,916,979,747,688,753,490,375,164
209,Gwangan,2023.12.31,boarding,639,1,0,1,54,68,144,275,363,432,574,647,695,841,804,953,948,896,805,824,794,801,448,4583
209,Gwangan,2023.12.31,alighting,161,8,0,0,32,94,61,128,224,443,599,808,1074,1094,1316,1651,1962,2071,2250,2436,3529,4352,5014,484
210,Geumnyeonsan,2023.12.31,boarding,661,0,0,0,41,62,73,148,213,254,373,453,378,474,404,509,520,497,370,289,407,275,150,2243
210,Geumnyeonsan,2023.12.31,alighting,80,0,0,0,29,69,42,84,207,267,354,400,508,475,603,655,763,824,737,882,861,931,1226,223
211,Namcheon,2023.12.31,boarding,238,1,0,2,23,56,90,126,164,330,272,432,347,377,416,400,353,687,421,204,175,137,104,117
211,Namcheon,2023.12.31,alighting,55,0,0,0,26,48,55,155,246,263,285,336,382,553,446,447,457,392,294,197,210,147,90,46
212,Kyungsung Univ·Pukyong Nat\'l Univ.,2023.12.31,boarding,16,0,0,1,98,125,153,295,469,556,541,527,661,705,841,895,884,671,579,471,543,737,588,32
212,Kyungsung Univ·Pukyong Nat\'l Univ.,2023.12.31,alighting,124,0,0,0,36,90,77,134,212,370,371,447,581,649,715,857,859,928,733,584,653,531,399,202
213,Daeyeon,2023.12.31,boarding,3,0,0,2,94,118,134,325,446,481,542,590,516,503,475,539,486,373,264,277,247,299,232,18
213,Daeyeon,2023.12.31,alighting,157,0,0,1,20,76,71,153,213,246,260,308,339,333,507,527,592,523,428,363,342,327,174,135
214,Motgol,2023.12.31,boarding,12,0,0,0,45,54,59,101,164,188,248,236,264,250,252,263,232,154,128,97,103,117,85,22
214,Motgol,2023.12.31,alighting,106,0,0,0,24,47,47,50,124,132,160,133,182,174,209,278,242,229,195,182,180,147,76,64
215,Jigegol,2023.12.31,boarding,2,0,0,2,35,43,51,77,142,122,136,164,154,144,114,112,102,85,85,73,59,42,25,6
215,Jigegol,2023.12.31,alighting,50,0,0,0,14,19,28,26,60,122,87,74,74,112,105,157,156,162,73,95,104,65,39,21
216,Munhyeon,2023.12.31,boarding,4,0,0,1,38,64,69,124,192,199,266,237,275,304,262,264,250,321,137,108,150,133,54,13
216,Munhyeon,2023.12.31,alighting,174,0,0,0,10,40,43,98,155,184,164,208,179,211,254,202,241,210,156,145,181,131,123,39
217,Busan Int\'l Finance Center·Busan Bank,2023.12.31,boarding,0,0,0,1,26,36,38,86,137,140,171,195,152,172,185,210,170,130,102,82,88,99,59,1
217,Busan Int\'l Finance Center·Busan Bank,2023.12.31,alighting,122,1,0,1,9,40,38,55,54,115,119,139,152,155,193,180,155,121,157,119,115,66,56,36
218,Jeonpo,2023.12.31,boarding,5,0,0,2,61,64,79,165,250,215,258,366,448,544,652,750,672,660,518,513,550,527,323,15
218,Jeonpo,2023.12.31,alighting,310,0,1,0,13,45,60,74,204,371,628,791,778,802,892,942,848,768,634,443,424,273,198,93
219,Seomyeon,2023.12.31,boarding,25,0,0,13,237,198,176,296,453,643,932,1039,1317,1803,2161,2481,2186,2133,1724,1805,1622,1569,858,93
219,Seomyeon,2023.12.31,alighting,751,0,0,0,39,136,187,366,852,1000,1512,1993,1994,2036,1903,1902,1735,1678,1379,1155,1080,848,547,329
220,Buam,2023.12.31,boarding,2,2,0,1,63,67,99,170,221,249,328,276,261,271,273,313,212,184,143,127,172,139,38,6
220,Buam,2023.12.31,alighting,96,2,0,1,14,57,61,117,150,198,183,150,219,178,216,196,238,249,186,157,172,105,66,35
221,Gaya,2023.12.31,boarding,1,0,0,0,57,58,66,125,207,207,215,207,171,234,175,189,130,131,74,52,84,52,26,3
221,Gaya,2023.12.31,alighting,41,0,0,0,10,32,39,48,57,81,91,103,131,160,196,219,210,208,161,121,153,103,52,19
222,Dongeui Univ.,2023.12.31,boarding,7,0,0,0,40,52,80,142,244,251,300,294,325,282,232,266,215,189,145,102,110,131,45,23
222,Dongeui Univ.,2023.12.31,alighting,86,0,0,0,27,35,43,83,171,133,160,172,167,178,220,247,256,200,158,119,172,135,105,51
223,Gaegeum,2023.12.31,boarding,2,0,0,2,75,96,138,221,316,335,378,362,421,389,328,333,329,177,181,133,143,192,69,8
223,Gaegeum,2023.12.31,alighting,127,0,0,0,30,48,64,75,139,143,173,184,272,303,351,378,383,355,250,268,233,211,136,49
224,Naengjeong,2023.12.31,boarding,4,0,0,0,43,63,61,124,198,208,230,247,241,275,287,243,221,189,136,116,144,130,53,6
224,Naengjeong,2023.12.31,alighting,96,0,0,0,21,49,42,49,85,68,107,121,138,127,179,198,199,197,129,160,154,154,119,39
225,Jurye,2023.12.31,boarding,6,0,0,0,61,77,83,162,269,293,320,400,273,286,276,327,300,369,194,132,125,126,45,5
225,Jurye,2023.12.31,alighting,114,0,0,0,14,59,48,93,202,144,144,157,176,179,290,304,275,274,207,163,177,180,108,58
226,Gamjeon,2023.12.31,boarding,15,0,0,1,28,28,49,77,135,106,124,164,106,125,123,100,120,71,58,42,68,65,12,17
226,Gamjeon,2023.12.31,alighting,33,0,0,0,12,44,38,46,63,87,68,94,82,123,86,120,114,77,59,66,74,80,57,21
227,Sasang,2023.12.31,boarding,22,0,0,2,81,111,233,403,726,1051,1482,1525,1618,1571,1643,1696,1570,1430,1250,1091,1091,739,274,37
227,Sasang,2023.12.31,alighting,365,0,0,0,148,382,388,494,719,829,1133,1170,1190,1225,1355,1486,1453,1371,1246,917,802,481,277,166
228,Deokpo,2023.12.31,boarding,3,0,0,0,25,53,46,93,154,157,219,243,217,187,222,205,234,151,124,94,103,64,27,2
228,Deokpo,2023.12.31,alighting,74,0,0,0,18,37,34,63,92,133,155,157,157,145,216,240,186,142,108,102,112,87,51,23
229,Modeok,2023.12.31,boarding,3,0,0,0,8,8,17,16,32,40,27,68,45,51,34,40,32,18,18,14,17,17,3,3
229,Modeok,2023.12.31,alighting,10,0,0,0,2,15,17,21,28,46,22,16,28,26,45,28,24,17,24,12,19,13,20,8
230,Mora,2023.12.31,boarding,2,0,0,7,46,52,67,134,223,215,239,265,231,256,218,197,184,136,134,106,79,66,20,5
230,Mora,2023.12.31,alighting,55,0,0,0,16,49,39,62,98,125,126,180,161,180,180,224,176,160,140,119,89,101,70,34
231,Gunam,2023.12.31,boarding,1,0,0,1,53,66,66,136,208,219,237,250,191,176,204,170,187,138,94,101,114,61,34,8
231,Gunam,2023.12.31,alighting,27,0,0,0,18,38,40,72,74,117,105,159,135,151,242,241,254,224,135,134,122,121,54,22
232,Gumyeong,2023.12.31,boarding,3,0,0,0,43,43,47,112,180,178,184,196,165,162,156,134,138,116,75,69,60,49,16,3
232,Gumyeong,2023.12.31,alighting,20,0,0,0,9,39,36,63,115,132,78,89,92,97,122,126,127,110,112,88,84,94,43,7
233,Deokcheon,2023.12.31,boarding,1,0,0,1,23,28,45,71,131,164,227,248,279,270,334,355,281,227,150,116,106,86,38,4
233,Deokcheon,2023.12.31,alighting,69,0,0,0,29,48,45,94,195,255,364,425,370,439,420,389,300,308,231,158,146,130,99,24
234,Sujeong,2023.12.31,boarding,2,3,0,1,40,55,73,123,230,241,250,283,282,276,274,258,225,166,130,111,98,86,39,3
234,Sujeong,2023.12.31,alighting,51,5,0,0,20,62,34,65,84,123,137,182,203,220,237,299,295,232,163,177,144,145,89,47
235,Hwamyeong,2023.12.31,boarding,1,0,0,1,63,90,128,190,281,344,443,460,477,526,509,534,408,433,332,285,330,270,106,19
235,Hwamyeong,2023.12.31,alighting,106,10,0,0,11,107,89,130,250,308,287,384,358,351,498,550,632,583,368,308,274,262,144,73
236,Yulli,2023.12.31,boarding,3,0,0,1,47,56,84,147,215,262,232,377,269,267,237,179,174,134,104,108,76,58,18,24
236,Yulli,2023.12.31,alighting,42,5,0,0,5,62,43,107,111,197,138,156,136,168,200,245,220,221,153,137,146,154,64,22
237,Dongwon,2023.12.31,boarding,2,0,0,1,25,24,31,66,82,100,103,103,113,71,81,79,55,30,19,21,25,11,5,3
237,Dongwon,2023.12.31,alighting,11,7,0,0,1,23,14,19,22,35,42,43,65,64,70,98,78,77,36,34,33,44,13,9
238,Geumgok,2023.12.31,boarding,3,0,0,4,19,42,46,78,112,127,140,134,124,130,140,164,94,63,57,35,27,31,15,6
238,Geumgok,2023.12.31,alighting,4,3,0,0,3,45,26,42,64,71,68,87,92,92,102,122,98,88,74,70,51,57,31,17
239,Hopo,2023.12.31,boarding,1,1,0,0,3,6,15,22,31,21,32,47,86,95,141,124,93,72,38,49,41,26,2,1
239,Hopo,2023.12.31,alighting,3,1,0,0,1,22,35,64,93,68,105,156,103,48,57,63,92,59,41,23,27,17,6,16
240,Jeungsan,2023.12.31,boarding,7,0,0,2,33,42,70,101,176,188,254,194,249,210,233,218,186,219,153,148,141,131,77,5
240,Jeungsan,2023.12.31,alighting,31,14,0,0,5,27,40,78,101,167,162,154,169,177,269,256,250,200,199,205,145,109,80,49
241,Pusan Nat\'l Univ. Yangsan Campus,2023.12.31,boarding,1,3,0,4,12,15,29,34,50,43,50,64,60,71,52,71,60,46,38,31,22,27,13,4
241,Pusan Nat\'l Univ. Yangsan Campus,2023.12.31,alighting,9,10,0,1,1,15,16,20,38,48,29,39,34,38,45,55,65,47,19,41,35,31,20,22
242,Namyangsan,2023.12.31,boarding,0,0,0,3,35,19,45,92,142,155,190,189,194,162,195,176,161,100,87,66,77,71,33,4
242,Namyangsan,2023.12.31,alighting,12,7,0,0,1,29,29,34,63,83,106,105,108,137,128,153,151,158,152,131,96,115,90,55
243,Yangsan,2023.12.31,boarding,0,0,0,14,42,56,86,165,257,281,326,319,371,380,394,371,297,244,220,204,154,125,41,50
243,Yangsan,2023.12.31,alighting,27,39,0,0,3,89,60,113,197,203,266,253,346,306,326,338,402,243,255,221,189,258,184,64
302,Mangmi,2023.12.31,boarding,11,0,0,0,51,88,83,155,216,271,250,259,255,227,238,178,198,161,115,74,65,95,57,6
302,Mangmi,2023.12.31,alighting,70,0,0,0,10,51,39,67,94,119,121,153,175,213,259,273,314,233,182,128,126,101,55,22
303,Baesan,2023.12.31,boarding,4,0,0,1,77,77,104,126,221,268,217,233,219,172,153,177,157,114,83,62,74,51,17,3
303,Baesan,2023.12.31,alighting,68,0,0,0,6,41,39,42,82,109,91,138,136,190,245,294,264,240,182,172,131,121,70,29
304,Mulmangol,2023.12.31,boarding,1,0,0,1,40,37,62,91,191,176,184,211,183,177,183,168,124,134,60,61,74,47,30,7
304,Mulmangol,2023.12.31,alighting,110,0,0,0,7,23,37,65,81,137,125,136,119,169,181,219,164,158,186,122,113,95,57,12
305,Yeonsan,2023.12.31,boarding,17,0,0,2,81,79,110,206,304,306,338,374,376,390,459,478,469,522,310,275,338,367,166,29
305,Yeonsan,2023.12.31,alighting,596,3,0,1,28,50,80,119,244,291,282,350,328,259,316,397,399,385,327,245,269,181,186,73
306,Geoje,2023.12.31,boarding,1,0,0,0,35,48,46,93,119,171,183,270,247,182,232,275,215,235,164,125,152,100,45,12
306,Geoje,2023.12.31,alighting,61,0,0,0,10,51,54,113,144,264,306,192,244,173,235,241,246,176,117,108,89,77,49,11
307,Sports Complex,2023.12.31,boarding,7,0,0,0,42,55,102,120,162,242,270,256,244,303,341,464,361,208,153,143,155,182,50,5
307,Sports Complex,2023.12.31,alighting,110,1,0,0,54,80,46,134,225,173,212,261,319,219,292,270,255,223,218,190,127,98,67,37
308,Sajik,2023.12.31,boarding,5,0,0,1,50,78,114,157,218,289,336,416,316,342,296,342,290,237,223,167,230,189,69,12
308,Sajik,2023.12.31,alighting,200,8,0,0,19,50,45,106,180,209,189,224,214,247,259,343,354,309,201,189,212,187,126,52
309,Minam,2023.12.31,boarding,11,0,0,0,106,128,162,270,422,414,455,518,486,451,431,436,432,343,240,202,200,205,93,12
309,Minam,2023.12.31,alighting,120,51,0,0,33,77,71,135,172,215,224,266,351,335,419,446,502,479,345,338,312,209,167,46
310,Mandeok,2023.12.31,boarding,5,1,0,0,60,72,109,155,283,287,305,335,340,307,261,273,239,175,152,110,106,89,40,8
310,Mandeok,2023.12.31,alighting,70,15,0,0,16,45,40,80,105,143,152,190,186,255,271,372,341,306,248,203,256,158,127,52
311,Namsanjeong,2023.12.31,boarding,2,1,0,4,82,101,109,191,276,301,313,332,318,297,233,244,158,132,112,85,87,76,27,4
311,Namsanjeong,2023.12.31,alighting,42,11,0,0,12,32,35,45,94,115,128,159,130,183,193,267,233,185,142,133,116,66,69,23
312,Sukdeung,2023.12.31,boarding,2,1,0,0,34,36,64,120,151,180,173,161,163,153,168,149,142,108,113,67,77,61,13,5
312,Sukdeung,2023.12.31,alighting,32,3,0,0,9,47,36,72,89,118,118,118,137,125,153,152,129,124,101,96,83,78,43,13
313,Deokcheon,2023.12.31,boarding,24,0,0,3,85,91,121,188,326,416,444,518,623,700,754,776,647,484,398,306,261,269,137,32
313,Deokcheon,2023.12.31,alighting,113,16,0,0,20,90,91,177,285,391,465,586,563,607,596,572,530,454,328,258,231,161,138,48
314,Gupo,2023.12.31,boarding,0,1,0,0,17,24,26,77,140,121,182,202,194,69,258,243,195,174,89,188,155,35,54,6
314,Gupo,2023.12.31,alighting,17,23,0,0,25,57,96,124,187,164,124,175,183,198,191,173,154,192,136,103,85,39,41,8
315,Gangseo-gu Office,2023.12.31,boarding,0,2,0,0,7,14,8,35,55,47,65,100,93,101,87,164,139,77,22,28,23,14,10,4
315,Gangseo-gu Office,2023.12.31,alighting,8,11,0,0,12,38,79,66,74,79,64,144,98,59,64,51,46,30,27,19,16,25,13,8
316,Sports Park,2023.12.31,boarding,0,0,0,0,3,1,39,25,27,54,47,36,29,35,77,73,53,14,12,14,3,8,0,2
316,Sports Park,2023.12.31,alighting,3,4,0,0,46,16,15,57,42,37,20,35,72,52,33,18,13,11,16,4,12,7,3,1
317,Daejeo,2023.12.31,boarding,0,0,0,0,41,67,113,181,219,320,302,362,402,344,424,452,458,463,249,254,290,155,38,6
317,Daejeo,2023.12.31,alighting,26,29,0,0,74,113,104,186,337,288,340,320,279,298,333,387,345,230,234,198,191,142,92,15
402,Dongnae,2023.12.31,boarding,1,0,0,1,21,26,16,28,35,60,73,73,78,107,88,118,99,70,70,42,56,36,32,11
