Date,Line Number,Station Number,Station,Ride Type,Before 6AM,06AM-07AM,07AM - 08AM,08AM - 09AM,09AM-10AM,10AM-11AM,11AM-12PM,12PM-13PM,13PM-14PM,14PM-15PM,15PM-16PM,16PM-17PM,17PM-18PM,18PM-19PM,19PM-20PM,20PM-21PM,21PM-22PM,22PM-23PM,23PM-24AM,After 24AM
2024.1.1,5,2523,Yangpyeong,alighting,16,59,38,82,86,97,119,126,152,139,163,193,200,192,184,196,173,156,109,16
2024.1.1,5,2524,Yeongdeungpo-gu Office,boarding,35,41,45,72,61,85,85,102,122,106,88,106,126,85,93,56,56,39,27,0
2024.1.1,5,2524,Yeongdeungpo-gu Office,alighting,9,45,31,61,56,60,52,88,86,100,102,122,133,147,81,75,100,67,48,0
2024.1.1,5,2525,Yeongdeungpo Market,boarding,94,83,95,132,150,165,231,314,285,297,383,542,509,378,274,239,176,163,47,1
2024.1.1,5,2525,Yeongdeungpo Market,alighting,20,90,105,140,187,185,277,474,573,469,384,385,297,267,282,227,250,180,121,2
2024.1.1,5,2526,Singil,boarding,47,71,90,89,144,212,128,163,138,130,132,141,136,101,80,69,70,53,37,0
2024.1.1,5,2526,Singil,alighting,24,37,34,71,59,76,82,85,118,118,161,179,167,154,169,227,227,185,123,5
2024.1.1,5,2527,Yeouido,boarding,67,62,106,123,105,113,193,275,314,422,443,481,548,498,398,346,339,232,40,2
2024.1.1,5,2527,Yeouido,alighting,42,172,175,333,301,290,388,518,521,514,440,549,469,286,209,173,122,100,62,31
2024.1.1,5,2528,Yeouinaru,boarding,41,76,102,469,133,88,240,335,317,427,440,463,504,419,339,316,291,228,77,0
2024.1.1,5,2528,Yeouinaru,alighting,39,286,467,157,284,251,284,338,467,506,468,448,420,340,242,179,125,117,57,3
2024.1.1,5,2529,Mapo,boarding,62,118,94,204,214,246,391,446,387,346,343,329,341,282,202,249,264,180,62,0
2024.1.1,5,2529,Mapo,alighting,24,117,150,178,262,223,236,313,263,300,329,365,417,361,318,268,270,234,131,0
2024.1.1,5,2530,Gongdeok,boarding,55,81,80,110,167,223,317,359,354,338,273,296,305,242,213,207,213,130,59,0
2024.1.1,5,2530,Gongdeok,alighting,21,94,99,158,139,161,213,252,243,311,320,346,413,335,258,230,199,176,107,3
2024.1.1,5,2531,Aeogae,boarding,70,74,64,95,144,137,170,169,209,183,168,161,168,89,74,54,47,47,19,0
2024.1.1,5,2531,Aeogae,alighting,7,46,64,75,108,80,99,131,131,149,165,198,155,199,156,152,134,118,62,57
2024.1.1,5,2532,Chungjeongno (Kyonggi Univ.),boarding,45,38,23,48,45,64,56,89,100,74,71,66,70,49,50,26,15,29,7,1
2024.1.1,5,2532,Chungjeongno (Kyonggi Univ.),alighting,2,33,32,42,31,40,47,59,53,54,63,53,81,71,62,77,64,65,38,6
2024.1.1,5,2533,Seodaemun,boarding,98,122,136,195,214,254,317,354,346,355,389,403,375,295,207,200,159,137,50,0
2024.1.1,5,2533,Seodaemun,alighting,41,160,151,276,233,254,291,329,345,326,281,290,304,257,222,216,222,145,105,7
2024.1.1,5,2534,Gwanghwamun(Sejong Center for the Performing Arts),boarding,103,106,117,143,173,325,406,669,840,1187,1563,1735,1680,1932,1805,1628,1228,670,163,2
2024.1.1,5,2534,Gwanghwamun(Sejong Center for the Performing Arts),alighting,26,280,273,547,709,938,1221,1578,1636,1573,1552,1461,1385,1132,611,319,199,83,28,9
2024.1.1,5,2535,Jongno 3(sam)ga,boarding,227,155,118,115,169,254,389,591,600,729,929,1015,958,857,656,682,646,504,191,0
2024.1.1,5,2535,Jongno 3(sam)ga,alighting,14,108,91,148,285,573,705,894,982,967,907,726,610,433,311,237,185,162,114,14
2024.1.1,5,2536,Euljiro 4(sa)ga,boarding,23,27,23,37,58,90,112,132,166,201,153,182,185,125,99,76,46,51,15,0
2024.1.1,5,2536,Euljiro 4(sa)ga,alighting,5,36,37,64,73,116,148,242,202,174,173,177,152,77,59,40,39,30,34,0
2024.1.1,5,2537,Dongdaemun History & Culture Park(DDP),boarding,14,28,22,28,48,77,109,75,55,45,46,55,82,75,56,39,26,22,23,0
2024.1.1,5,2537,Dongdaemun History & Culture Park(DDP),alighting,7,42,37,66,31,38,62,55,55,70,60,81,82,62,63,61,62,64,30,0
2024.1.1,5,2538,Cheonggu,boarding,38,54,32,57,87,117,89,97,131,144,97,122,108,98,46,44,47,33,25,0
2024.1.1,5,2538,Cheonggu,alighting,17,50,44,50,51,51,64,81,75,93,102,113,110,126,96,95,87,88,40,1
2024.1.1,5,2539,Singeumho,boarding,51,51,69,129,143,196,196,239,205,206,223,188,177,118,100,81,80,51,20,1
2024.1.1,5,2539,Singeumho,alighting,18,71,74,77,97,77,115,145,140,161,221,291,263,255,192,209,156,159,93,5
2024.1.1,5,2540,Haengdang,boarding,77,125,106,162,171,254,282,283,299,303,236,216,191,158,131,91,70,47,15,0
2024.1.1,5,2540,Haengdang,alighting,33,62,64,67,93,113,141,139,147,188,238,268,330,223,235,200,151,137,130,10
2024.1.1,5,2541,Wangsimni(Seongdong-gu Office),boarding,45,86,32,62,75,83,125,126,135,158,169,180,194,183,138,149,155,133,44,0
2024.1.1,5,2541,Wangsimni(Seongdong-gu Office),alighting,11,110,53,93,108,164,150,158,238,226,236,229,218,206,142,91,86,73,61,50
2024.1.1,5,2542,Majang,boarding,77,114,88,161,140,154,150,242,195,192,155,161,143,118,114,92,68,44,16,0
2024.1.1,5,2542,Majang,alighting,6,69,39,98,98,159,135,203,141,174,138,162,181,178,145,114,147,96,83,6
2024.1.1,5,2543,Dapsimni,boarding,147,289,220,296,384,416,447,457,483,462,547,584,449,353,260,221,190,137,71,0
2024.1.1,5,2543,Dapsimni,alighting,17,169,170,216,228,222,311,358,428,424,470,510,514,529,463,433,462,365,197,8
2024.1.1,5,2544,Janghanpyeong,boarding,152,293,205,273,379,398,431,535,526,543,461,472,464,365,263,277,199,172,53,3
2024.1.1,5,2544,Janghanpyeong,alighting,17,190,190,222,243,208,260,349,352,414,506,602,609,571,466,515,486,439,270,16
2024.1.1,5,2545,Gunja(Neung-dong),boarding,145,226,160,216,257,283,322,390,357,343,388,410,393,315,285,235,223,174,92,0
2024.1.1,5,2545,Gunja(Neung-dong),alighting,22,137,99,150,191,229,253,301,376,359,447,536,501,435,440,412,347,345,229,80
2024.1.1,5,2546,Achasan(Rear Entrance to Seoul Children's Grand Park),boarding,115,222,740,1058,1281,854,754,824,738,832,797,794,702,525,409,247,210,150,65,2
2024.1.1,5,2546,Achasan(Rear Entrance to Seoul Children's Grand Park),alighting,317,3086,588,314,350,504,582,660,641,594,583,620,556,528,428,334,417,316,192,23
2024.1.1,5,2547,Gwangnaru(Presbyterian University & Theological Seminary),boarding,91,192,256,665,573,475,396,479,491,555,542,546,470,341,273,233,226,133,53,0
2024.1.1,5,2547,Gwangnaru(Presbyterian University & Theological Seminary),alighting,120,1064,352,213,415,420,411,398,350,396,381,359,352,364,265,234,285,237,169,12
2024.1.1,5,2548,Cheonho(Pungnaptoseong),boarding,183,296,221,279,357,415,502,614,692,712,793,812,802,754,486,522,479,363,192,1
2024.1.1,5,2548,Cheonho(Pungnaptoseong),alighting,40,221,202,295,368,374,468,576,771,808,827,830,768,634,501,460,441,356,243,26
2024.1.1,5,2549,Gangdong,boarding,197,276,236,312,435,410,467,544,516,527,521,576,559,414,352,263,203,158,64,5
2024.1.1,5,2549,Gangdong,alighting,39,193,167,248,265,259,294,387,496,505,582,590,549,546,502,511,471,406,325,58
2024.1.1,5,2550,Gil-dong,boarding,110,144,123,143,178,242,259,307,286,286,272,286,269,210,176,127,155,113,55,3
2024.1.1,5,2550,Gil-dong,alighting,32,84,102,112,179,139,226,276,193,301,274,353,380,255,253,233,196,196,66,40
2024.1.1,5,2551,Gubeundari(Gangdong Community Center ),boarding,156,188,165,191,291,303,283,338,365,376,372,300,341,228,237,153,222,118,33,3
2024.1.1,5,2551,Gubeundari(Gangdong Community Center ),alighting,24,85,110,159,228,169,217,261,303,278,328,395,406,437,317,248,328,257,119,42
2024.1.1,5,2552,Myeongil,boarding,136,173,96,172,204,223,293,299,284,252,248,270,211,160,137,117,260,73,29,0
2024.1.1,5,2552,Myeongil,alighting,22,92,64,108,153,135,140,162,180,213,240,373,340,459,266,229,244,180,124,30
2024.1.1,5,2553,Godeok,boarding,77,120,111,147,144,197,247,273,342,326,333,305,308,234,183,154,157,107,37,2
2024.1.1,5,2553,Godeok,alighting,50,134,84,145,186,187,165,205,289,256,314,327,314,345,241,234,226,186,123,40
2024.1.1,5,2554,Sangil-dong,boarding,207,189,184,250,346,359,452,456,490,469,376,401,365,235,190,150,83,70,31,1
2024.1.1,5,2554,Sangil-dong,alighting,36,105,118,168,154,221,196,242,258,304,401,440,512,491,358,424,356,392,271,116
2024.1.1,5,2555,Dunchon-dong,boarding,94,108,113,154,177,196,247,226,256,291,259,251,258,202,151,146,110,72,45,0
2024.1.1,5,2555,Dunchon-dong,alighting,17,94,91,114,170,145,134,189,252,247,251,255,302,305,207,215,214,117,152,1
2024.1.1,5,2556,Olympic Park(Korea National Sport University),boarding,25,110,49,186,100,105,127,138,140,153,167,150,131,96,39,39,40,32,5,1
2024.1.1,5,2556,Olympic Park(Korea National Sport University),alighting,28,172,120,61,94,93,83,98,109,113,128,100,106,85,64,65,76,62,39,0
2024.1.1,5,2557,Bangi,boarding,63,93,82,82,137,157,190,230,224,182,215,207,171,152,125,127,175,142,36,0
2024.1.1,5,2557,Bangi,alighting,27,85,80,92,207,135,140,163,144,183,179,227,273,170,215,134,119,105,93,0
2024.1.1,5,2558,Ogeum,boarding,37,75,49,32,75,66,77,94,81,93,69,83,65,69,51,54,44,19,15,0
2024.1.1,5,2558,Ogeum,alighting,8,42,35,72,77,38,43,67,40,74,70,90,116,68,80,69,63,61,46,3
2024.1.1,5,2559,Gaerong,boarding,99,160,104,126,158,139,195,196,162,170,179,184,159,101,79,74,56,41,11,0
2024.1.1,5,2559,Gaerong,alighting,17,61,59,116,148,120,115,124,165,152,188,238,225,169,212,147,183,171,84,25
2024.1.1,5,2560,Geoyeo,boarding,126,203,163,171,218,228,278,298,277,241,251,277,233,190,156,120,112,61,18,1
2024.1.1,5,2560,Geoyeo,alighting,8,92,79,164,175,135,164,165,191,262,248,304,327,334,257,285,258,256,96,44
2024.1.1,5,2561,Macheon,boarding,127,154,155,162,211,200,253,247,238,234,220,207,223,130,102,81,60,44,15,0
2024.1.1,5,2561,Macheon,alighting,8,101,97,131,149,182,184,179,197,170,221,226,273,227,148,178,202,148,113,24
2024.1.1,5,2562,Gangil,boarding,77,83,89,113,167,165,215,228,231,206,208,197,141,128,62,51,43,37,11,2
2024.1.1,5,2562,Gangil,alighting,33,67,47,60,67,80,74,100,129,105,161,165,230,204,134,140,143,150,98,0
2024.1.1,5,2563,Misa,boarding,277,301,235,276,389,399,502,499,551,531,684,665,573,542,441,571,524,370,203,0
2024.1.1,5,2563,Misa,alighting,18,168,145,209,370,345,422,538,527,672,638,673,859,715,676,466,582,451,258,3
2024.1.1,5,2564,Hanam Pungsan,boarding,43,51,37,61,90,78,166,172,160,158,179,190,186,115,108,106,84,61,22,0
2024.1.1,5,2564,Hanam Pungsan,alighting,2,55,72,78,142,128,121,127,140,124,137,161,171,153,117,117,120,96,52,26
2024.1.1,5,2565,Hanam City Hall (Deokpung&Sinjang),boarding,97,88,96,142,189,271,289,307,309,299,276,283,277,234,199,151,106,62,30,1
2024.1.1,5,2565,Hanam City Hall (Deokpung&Sinjang),alighting,2,150,90,106,121,148,189,167,212,210,287,306,281,314,282,243,253,184,127,78
2024.1.1,5,2566,Hanam Geomdansan,boarding,92,62,102,128,180,223,246,289,278,367,401,417,413,349,281,230,233,162,34,0
2024.1.1,5,2566,Hanam Geomdansan,alighting,1,177,99,120,291,308,291,324,347,311,383,263,279,228,174,167,159,149,76,46
2024.1.1,5,2611,Eungam,boarding,190,287,312,373,536,563,594,658,633,667,576,575,517,419,286,246,207,162,61,2
2024.1.1,5,2611,Eungam,alighting,62,197,179,198,355,306,337,484,436,474,663,755,738,751,623,544,543,490,310,56
2024.1.1,6,2612,Yeokchon,boarding,36,87,59,99,100,126,127,171,149,149,116,129,128,87,53,44,46,33,8,0
2024.1.1,6,2612,Yeokchon,alighting,8,65,42,87,106,73,111,110,109,136,139,146,201,194,107,117,145,128,100,0
2024.1.1,6,2613,Bulgwang,boarding,27,68,56,76,86,101,112,162,169,230,235,242,262,178,132,146,92,65,12,1
2024.1.1,6,2613,Bulgwang,alighting,27,62,41,92,146,124,130,126,189,228,204,177,164,119,112,115,100,83,66,4
2024.1.1,6,2614,Dokbawi,boarding,53,45,58,71,80,102,79,83,106,104,87,84,93,60,40,25,17,17,5,3
2024.1.1,6,2614,Dokbawi,alighting,12,62,37,44,67,102,85,78,93,87,81,136,91,119,106,70,80,80,54,14
2024.1.1,6,2616,Gusan,boarding,92,121,129,187,213,230,268,320,272,253,293,247,199,151,140,96,74,45,16,0
2024.1.1,6,2616,Gusan,alighting,6,110,48,87,140,60,111,163,148,172,195,217,250,233,194,193,160,165,95,0
2024.1.1,6,2617,Saejeol(Sinsa),boarding,181,248,189,296,345,383,414,424,467,424,408,353,331,248,195,161,99,68,44,0
2024.1.1,6,2617,Saejeol(Sinsa),alighting,31,142,138,185,197,168,248,263,322,349,359,457,444,458,399,361,362,364,185,31
2024.1.1,6,2618,Jeungsan(Myongji Univ.),boarding,115,187,186,255,299,315,308,370,370,403,354,306,288,206,175,131,93,84,24,0
2024.1.1,6,2618,Jeungsan(Myongji Univ.),alighting,33,120,97,145,150,165,163,237,235,295,334,453,433,386,369,346,293,305,181,19
2024.1.1,6,2619,Digital Media City,boarding,123,188,150,207,308,325,352,345,377,381,371,375,323,275,185,159,126,108,59,3
2024.1.1,6,2619,Digital Media City,alighting,60,208,136,230,200,203,241,256,275,301,360,381,451,436,345,327,303,282,201,64
2024.1.1,6,2620,World Cup Stadium(Seongsan),boarding,13,39,44,850,303,107,185,196,268,352,419,427,365,278,155,114,156,84,31,1
2024.1.1,6,2620,World Cup Stadium(Seongsan),alighting,57,830,351,104,164,221,242,317,353,419,284,242,191,177,93,87,64,37,27,0
2024.1.1,6,2621,Mapo-gu Office,boarding,118,180,146,313,429,424,420,414,453,386,421,396,394,304,228,208,194,130,78,3
2024.1.1,6,2621,Mapo-gu Office,alighting,82,238,125,150,207,156,242,315,321,317,369,411,466,464,353,339,389,344,218,2
2024.1.1,6,2622,Mangwon,boarding,156,186,150,224,321,360,403,506,533,574,635,666,700,528,502,444,384,283,132,1
2024.1.1,6,2622,Mangwon,alighting,37,129,148,213,359,354,492,598,722,769,771,856,772,511,439,333,305,262,173,0
2024.1.1,6,2623,Hapjeong,boarding,317,189,120,247,212,204,323,416,398,464,560,594,592,568,496,537,581,465,206,0
2024.1.1,6,2623,Hapjeong,alighting,72,230,175,167,220,268,300,435,592,538,534,638,619,502,408,248,253,215,138,0
2024.1.1,6,2624,Sangsu,boarding,963,745,387,312,198,193,191,171,231,255,357,367,409,353,400,364,434,480,263,0
2024.1.1,6,2624,Sangsu,alighting,57,92,76,86,123,197,252,382,372,422,463,519,525,543,402,307,289,240,171,0
2024.1.1,6,2625,Gwangheungchang(Seogang),boarding,92,147,98,159,175,192,286,293,293,232,212,249,238,154,140,119,94,69,38,0
2024.1.1,6,2625,Gwangheungchang(Seogang),alighting,29,102,62,150,239,150,135,171,160,186,244,195,252,250,183,204,170,176,104,6
2024.1.1,6,2626,Daeheung(Sogang Univ.),boarding,74,117,96,101,133,161,191,213,220,199,230,194,235,194,127,120,114,95,44,3
2024.1.1,6,2626,Daeheung(Sogang Univ.),alighting,39,87,68,109,154,131,115,202,200,227,231,280,253,258,178,173,196,160,160,6
2024.1.1,6,2627,Gongdeok,boarding,143,193,151,207,289,302,471,456,532,495,465,523,483,434,358,305,315,215,96,2
2024.1.1,6,2627,Gongdeok,alighting,121,190,154,287,300,285,317,342,409,401,414,493,552,420,416,358,324,264,214,79
2024.1.1,6,2628,Hyochang Park ,boarding,57,76,71,114,151,163,172,220,221,202,186,186,194,160,121,74,62,60,29,2
2024.1.1,6,2628,Hyochang Park ,alighting,35,75,76,77,86,77,98,125,163,145,191,225,202,191,127,145,119,121,89,4
2024.1.1,6,2629,Samgakji,boarding,64,60,55,109,98,125,148,198,194,206,239,232,247,242,168,133,155,114,36,1
2024.1.1,6,2629,Samgakji,alighting,40,109,81,93,73,88,121,153,172,153,157,164,194,143,119,114,104,123,80,10
2024.1.1,6,2630,Noksapyeong(Yongsan-gu Office),boarding,171,130,74,86,71,108,126,177,166,182,209,262,216,210,204,207,186,126,74,1
2024.1.1,6,2630,Noksapyeong(Yongsan-gu Office),alighting,31,93,63,73,83,109,119,173,200,217,264,246,201,205,144,102,98,91,57,5
2024.1.1,6,2631,Itaewon,boarding,2311,1422,617,398,307,312,387,418,477,580,513,632,684,724,655,624,554,532,287,0
2024.1.1,6,2631,Itaewon,alighting,110,222,129,161,187,320,357,479,622,595,648,780,711,685,516,490,304,332,193,36
2024.1.1,6,2632,Hangangjin,boarding,83,46,46,72,83,55,114,119,202,250,352,511,1097,441,344,294,235,915,41,0
2024.1.1,6,2632,Hangangjin,alighting,12,146,130,191,156,249,354,554,918,439,530,574,505,559,134,82,59,48,41,34
2024.1.1,6,2633,Beotigogae,boarding,20,30,24,112,62,64,66,79,73,63,71,72,65,51,47,44,24,27,7,2
2024.1.1,6,2633,Beotigogae,alighting,18,162,72,34,22,54,46,44,57,51,70,73,74,67,78,50,60,53,35,2
2024.1.1,6,2634,Yaksu,boarding,36,31,38,46,84,82,83,94,129,102,116,87,111,111,69,72,64,54,19,1
2024.1.1,6,2634,Yaksu,alighting,18,54,42,58,77,61,73,104,102,113,115,132,158,120,72,60,68,51,29,2
2024.1.1,6,2635,Cheonggu,boarding,21,51,57,57,77,91,113,101,92,100,100,105,125,96,79,87,59,52,21,1
2024.1.1,6,2635,Cheonggu,alighting,18,22,46,48,63,52,72,75,104,101,93,108,115,83,72,76,72,68,51,10
2024.1.1,6,2636,Sindang,boarding,95,88,68,90,111,86,146,196,222,209,270,309,565,286,217,238,233,392,78,0
2024.1.1,6,2636,Sindang,alighting,16,122,73,100,98,136,187,314,343,197,210,316,303,338,206,134,133,116,87,5
2024.1.1,6,2637,Dongmyo,boarding,122,81,83,125,158,180,241,294,405,635,604,610,429,246,192,143,98,79,42,0
2024.1.1,6,2637,Dongmyo,alighting,34,74,86,86,147,254,285,359,481,517,384,282,262,215,197,196,214,178,131,15
2024.1.1,6,2638,Changsin,boarding,45,48,50,95,87,109,95,94,109,86,92,69,62,67,37,55,41,21,4,0
2024.1.1,6,2638,Changsin,alighting,16,75,36,30,37,48,59,64,84,70,90,137,91,99,76,83,92,84,42,4
2024.1.1,6,2639,Bomun,boarding,71,105,86,138,184,192,172,217,244,230,231,226,218,173,132,152,126,110,49,0
2024.1.1,6,2639,Bomun,alighting,39,135,55,83,106,103,108,185,185,160,235,292,255,326,204,206,255,195,184,20
2024.1.1,6,2640,Anam(Korea Univ. Hospital),boarding,70,70,100,115,120,122,182,223,246,321,312,318,309,251,198,200,159,186,110,0
2024.1.1,6,2640,Anam(Korea Univ. Hospital),alighting,31,174,114,120,163,180,144,272,293,298,291,295,344,312,320,312,352,272,185,53
2024.1.1,6,2641,Korea Univ.(Jongam),boarding,67,108,91,174,181,175,211,215,274,249,264,275,198,166,110,124,102,82,38,0
2024.1.1,6,2641,Korea Univ.(Jongam),alighting,14,175,98,121,112,104,137,161,180,206,196,233,280,281,211,248,190,277,169,3
2024.1.1,6,2642,Wolgok(Dongduk Women's Univ.),boarding,123,124,138,215,239,292,301,366,344,330,314,308,314,264,189,159,111,78,25,0
2024.1.1,6,2642,Wolgok(Dongduk Women's Univ.),alighting,14,120,81,120,147,168,201,217,261,328,293,403,456,309,301,321,293,333,198,7
2024.1.1,6,2643,Sangwolgok(KIST)?,boarding,77,95,76,132,169,190,211,220,216,198,179,168,150,120,73,47,59,28,20,1
2024.1.1,6,2643,Sangwolgok(KIST)?,alighting,11,75,60,57,50,69,90,110,140,131,175,210,248,207,178,166,149,168,98,3
2024.1.1,6,2644,Dolgoji,boarding,215,170,161,221,223,310,276,443,525,397,388,381,575,267,165,107,124,79,23,2
2024.1.1,6,2644,Dolgoji,alighting,20,92,95,127,728,359,191,198,210,215,276,250,330,296,229,218,233,202,178,15
2024.1.1,6,2645,Seokgye,boarding,150,208,170,234,296,364,332,403,427,448,396,390,354,245,194,206,156,140,59,0
2024.1.1,6,2645,Seokgye,alighting,47,123,124,129,204,155,231,223,295,315,436,483,514,496,445,370,360,318,216,43
2024.1.1,6,2646,Taereung,boarding,77,75,82,104,134,154,176,181,230,230,199,215,169,171,145,126,88,86,40,1
2024.1.1,6,2646,Taereung,alighting,16,80,68,71,110,82,142,158,177,209,237,250,288,254,181,164,198,183,113,40
2024.1.1,6,2647,Hwarangdae(Seoul Women's Univ.),boarding,89,116,152,202,199,266,303,332,367,336,306,297,259,188,142,126,93,71,18,0
2024.1.1,6,2647,Hwarangdae(Seoul Women's Univ.),alighting,33,131,90,107,150,140,145,170,227,217,212,295,289,333,320,266,251,235,156,18
2024.1.1,6,2648,Bonghwasan(Seoul Medical Center),boarding,59,105,130,201,197,248,266,289,297,243,272,240,217,185,126,106,72,60,28,1
2024.1.1,6,2648,Bonghwasan(Seoul Medical Center),alighting,29,102,102,118,120,134,176,154,177,225,235,332,293,257,254,216,189,188,123,24
2024.1.1,6,2711,Jangam,boarding,29,16,15,23,30,51,49,83,78,90,111,86,80,53,55,29,26,14,2,0
2024.1.1,6,2711,Jangam,alighting,2,8,15,11,40,37,61,57,44,31,40,30,33,32,16,6,14,5,5,0
2024.1.1,8,2712,Dobongsan,boarding,68,99,151,163,177,231,237,268,327,380,410,403,297,177,130,133,65,52,15,2
2024.1.1,7,2712,Dobongsan,alighting,37,232,165,161,361,448,415,392,351,357,297,290,317,292,249,242,216,263,161,37
2024.1.1,7,2713,Suraksan,boarding,177,169,183,246,279,357,381,457,495,499,518,504,422,302,249,217,137,84,40,0
2024.1.1,7,2713,Suraksan,alighting,25,127,119,174,303,365,371,403,394,336,376,443,444,414,326,291,293,273,187,40
2024.1.1,7,2714,Madeul,boarding,181,199,268,253,349,384,459,495,483,427,415,382,306,243,164,153,101,55,25,2
2024.1.1,7,2714,Madeul,alighting,48,71,82,139,227,208,247,248,310,323,435,455,458,398,352,279,317,292,158,37
2024.1.1,7,2715,Nowon,boarding,227,334,246,340,427,486,572,747,697,766,841,869,822,744,598,592,515,524,253,3
2024.1.1,7,2715,Nowon,alighting,96,222,213,379,457,456,665,831,863,959,913,1061,967,916,680,529,461,410,253,18
2024.1.1,7,2716,Junggye,boarding,160,229,217,287,353,355,423,462,430,443,406,401,338,250,204,201,131,100,36,2
2024.1.1,7,2716,Junggye,alighting,54,118,121,142,201,194,186,258,275,303,346,418,446,395,334,326,347,334,202,17
2024.1.1,7,2717,Hagye,boarding,215,202,247,268,350,391,422,519,513,593,565,592,506,453,295,305,236,170,52,1
2024.1.1,7,2717,Hagye,alighting,59,167,169,185,317,268,281,370,399,425,526,555,561,419,403,395,438,392,265,27
2024.1.1,7,2718,Gongneung(Seoul National Univ. of Science & Technology),boarding,149,160,137,202,243,287,324,372,394,443,380,412,395,308,236,207,210,153,69,2
2024.1.1,7,2718,Gongneung(Seoul National Univ. of Science & Technology),alighting,39,132,94,156,170,219,275,309,312,349,395,418,454,482,380,353,351,308,240,22
2024.1.1,7,2719,Taereung,boarding,130,127,88,110,154,193,249,263,295,314,278,325,300,278,217,182,161,113,40,0
2024.1.1,7,2719,Taereung,alighting,34,123,76,118,168,161,154,192,203,225,248,328,289,290,284,219,213,183,161,55
2024.1.1,7,2720,Meokgol,boarding,115,157,117,184,287,275,309,350,350,357,324,318,307,286,174,167,115,93,55,0
2024.1.1,7,2720,Meokgol,alighting,21,123,108,129,160,157,203,227,245,266,340,443,406,377,312,299,291,330,163,8
2024.1.1,7,2721,Junghwa,boarding,151,202,165,228,286,277,288,336,344,332,317,333,309,204,194,161,107,91,43,0
2024.1.1,7,2721,Junghwa,alighting,39,106,102,132,136,151,174,232,239,262,349,351,398,427,276,300,305,299,174,14
2024.1.1,7,2722,Sangbong,boarding,235,293,245,290,362,345,414,455,524,535,581,555,554,483,370,396,383,279,134,0
2024.1.1,7,2722,Sangbong,alighting,45,174,137,221,264,283,317,398,448,475,567,620,639,579,534,448,449,410,251,65
2024.1.1,7,2723,Myeonmok,boarding,186,244,268,378,367,437,409,443,488,449,470,513,442,334,254,207,155,89,58,0
2024.1.1,7,2723,Myeonmok,alighting,32,162,132,154,202,226,295,345,290,421,457,549,559,544,428,413,470,393,211,22
2024.1.1,7,2724,Sagajeong,boarding,159,217,262,349,477,478,456,584,591,612,544,535,413,403,354,251,240,176,86,1
2024.1.1,7,2724,Sagajeong,alighting,62,338,140,180,237,285,318,389,421,482,484,595,570,684,476,437,516,404,215,35
2024.1.1,7,2725,Yongmasan(Yongma Falls Park),boarding,75,113,103,202,206,188,209,208,209,200,177,193,192,129,80,72,52,41,15,0
2024.1.1,7,2725,Yongmasan(Yongma Falls Park),alighting,38,284,75,90,111,141,126,162,172,155,199,239,241,226,175,165,174,182,126,7
2024.1.1,7,2726,Junggok,boarding,80,131,131,235,328,318,322,333,355,357,295,310,286,226,199,166,94,82,45,4
2024.1.1,7,2726,Junggok,alighting,30,124,111,128,132,184,164,236,288,263,327,347,407,425,289,270,285,235,157,7
2024.1.1,7,2727,Gunja(Neung-dong),boarding,127,173,200,297,351,429,383,469,463,454,460,511,491,420,346,274,276,210,112,6
2024.1.1,7,2727,Gunja(Neung-dong),alighting,27,125,105,167,147,179,236,250,324,357,436,458,491,475,384,346,418,278,163,25
2024.1.1,7,2728,Children's Grand Park(Sejong Univ.),boarding,105,153,180,189,263,291,309,413,422,416,507,533,447,350,313,242,241,252,87,0
2024.1.1,7,2728,Children's Grand Park(Sejong Univ.),alighting,17,151,150,192,193,328,353,382,427,512,497,419,465,435,343,365,399,334,247,18
2024.1.1,7,2729,Konkuk Univ.,boarding,263,208,162,122,168,203,281,285,323,449,526,605,601,536,433,486,515,373,180,0
2024.1.1,7,2729,Konkuk Univ.,alighting,41,132,150,292,258,311,358,409,613,666,635,585,649,536,408,277,305,208,174,79
2024.1.1,7,2730,Ttukseom Park,boarding,129,177,173,699,248,263,250,311,420,463,649,642,528,275,252,160,173,143,43,0
2024.1.1,7,2730,Ttukseom Park,alighting,14,223,600,183,194,259,282,433,571,612,516,383,315,313,242,223,239,174,92,15
2024.1.1,7,2731,Cheongdam,boarding,62,153,141,602,297,202,211,279,279,333,307,310,345,340,253,227,263,241,62,0
2024.1.1,7,2731,Cheongdam,alighting,64,506,672,366,345,294,258,308,280,245,269,285,311,207,176,196,167,134,83,50
2024.1.1,7,2732,Gangnam-gu Office,boarding,70,124,84,98,93,122,135,162,199,226,224,260,239,204,163,236,264,192,69,0
2024.1.1,7,2732,Gangnam-gu Office,alighting,19,148,113,215,335,229,205,194,203,220,236,224,261,208,183,149,134,109,65,8
2024.1.1,7,2733,Hak-dong,boarding,71,121,124,91,112,168,152,196,247,232,236,285,303,271,188,199,244,179,75,0
2024.1.1,7,2733,Hak-dong,alighting,25,235,143,288,293,320,202,204,230,224,195,260,220,198,150,168,155,133,92,9
2024.1.1,7,2734,Nonhyeon,boarding,161,175,127,131,162,175,173,221,175,272,270,359,330,355,271,336,377,302,152,0
2024.1.1,7,2734,Nonhyeon,alighting,12,138,159,291,293,253,242,215,324,311,321,361,381,286,211,208,200,168,106,12
2024.1.1,7,2735,Banpo,boarding,26,66,44,48,68,78,123,130,145,172,216,231,218,216,185,185,216,114,60,0
