Date,Line Number,Station Number,Station,Ride Type,Before 6AM,06AM-07AM,07AM - 08AM,08AM - 09AM,09AM-10AM,10AM-11AM,11AM-12PM,12PM-13PM,13PM-14PM,14PM-15PM,15PM-16PM,16PM-17PM,17PM-18PM,18PM-19PM,19PM-20PM,20PM-21PM,21PM-22PM,22PM-23PM,23PM-24AM,After 24AM
2023.12.31,6,2633,Beotigogae,alighting,9,26,24,34,35,71,48,60,74,76,90,107,96,110,92,66,97,59,40,30
2023.12.31,6,2634,Yaksu,boarding,21,21,39,55,109,109,97,118,170,124,129,128,128,146,130,136,110,90,53,32
2023.12.31,6,2634,Yaksu,alighting,16,42,26,54,93,114,114,125,120,129,126,167,187,182,118,134,118,87,57,42
2023.12.31,6,2635,Cheonggu,boarding,26,26,38,64,123,134,163,114,156,164,153,167,155,168,144,114,95,97,46,47
2023.12.31,6,2635,Cheonggu,alighting,9,22,35,56,90,88,99,105,110,137,127,139,163,147,118,139,121,77,59,85
2023.12.31,6,2636,Sindang,boarding,50,42,55,76,149,154,151,237,289,362,373,411,632,346,313,304,293,543,184,439
2023.12.31,6,2636,Sindang,alighting,11,114,87,118,137,181,275,438,509,325,321,333,386,434,278,279,214,215,177,198
2023.12.31,6,2637,Dongmyo,boarding,58,53,86,114,192,266,338,442,555,626,651,720,657,455,288,237,191,193,113,160
2023.12.31,6,2637,Dongmyo,alighting,14,57,71,109,196,329,452,495,642,540,467,490,368,326,234,276,219,220,128,236
2023.12.31,6,2638,Changsin,boarding,46,38,67,116,150,154,165,149,163,134,144,107,122,115,69,62,58,42,25,18
2023.12.31,6,2638,Changsin,alighting,13,41,33,48,70,78,67,89,90,86,100,132,118,125,82,78,86,102,76,42
2023.12.31,6,2639,Bomun,boarding,56,87,146,200,314,273,292,311,450,370,294,313,316,281,214,174,181,183,68,24
2023.12.31,6,2639,Bomun,alighting,15,100,52,108,137,190,201,292,229,203,220,265,261,324,250,231,271,240,187,154
2023.12.31,6,2640,Anam(Korea Univ. Hospital),boarding,48,81,127,136,199,250,259,412,375,400,433,390,468,412,309,280,563,803,172,33
2023.12.31,6,2640,Anam(Korea Univ. Hospital),alighting,18,99,89,107,195,203,200,256,296,370,403,429,579,511,321,303,290,245,161,325
2023.12.31,6,2641,Korea Univ.(Jongam),boarding,60,91,122,220,255,290,276,361,384,359,376,341,326,271,217,194,231,235,82,29
2023.12.31,6,2641,Korea Univ.(Jongam),alighting,18,94,104,102,133,194,172,184,220,262,271,279,352,307,262,280,248,279,174,184
2023.12.31,6,2642,Wolgok(Dongduk Women's Univ.),boarding,83,97,152,283,405,411,392,475,556,504,403,392,390,308,259,256,210,183,79,26
2023.12.31,6,2642,Wolgok(Dongduk Women's Univ.),alighting,13,89,77,154,160,261,217,228,338,356,354,447,506,424,415,379,365,359,240,153
2023.12.31,6,2643,Sangwolgok(KIST)?,boarding,91,92,119,180,266,299,357,282,383,296,256,227,211,164,108,114,87,78,34,41
2023.12.31,6,2643,Sangwolgok(KIST)?,alighting,16,43,63,90,133,141,169,116,174,194,194,232,250,183,227,168,250,256,129,77
2023.12.31,6,2644,Dolgoji,boarding,89,156,154,266,352,418,355,432,435,1029,751,396,352,283,189,162,183,120,39,176
2023.12.31,6,2644,Dolgoji,alighting,16,150,121,183,622,927,291,248,258,270,337,353,346,394,317,323,410,373,226,101
2023.12.31,6,2645,Seokgye,boarding,122,147,227,420,467,524,520,596,557,584,510,549,416,366,288,262,271,268,114,17
2023.12.31,6,2645,Seokgye,alighting,31,96,101,134,223,284,277,360,322,462,512,580,591,622,474,474,462,410,298,251
2023.12.31,6,2646,Taereung,boarding,58,73,85,116,191,236,219,259,303,268,296,285,233,216,133,117,175,118,52,25
2023.12.31,6,2646,Taereung,alighting,10,63,49,80,108,126,140,173,228,214,220,229,318,316,239,215,232,230,179,176
2023.12.31,6,2647,Hwarangdae(Seoul Women's Univ.),boarding,77,111,184,299,412,413,424,446,433,442,416,368,391,299,213,157,170,126,50,17
2023.12.31,6,2647,Hwarangdae(Seoul Women's Univ.),alighting,30,59,68,117,176,190,166,171,250,323,289,317,338,327,283,317,235,332,199,135
2023.12.31,6,2648,Bonghwasan(Seoul Medical Center),boarding,75,107,199,270,287,379,347,333,403,355,312,322,330,214,182,126,145,127,44,11
2023.12.31,6,2648,Bonghwasan(Seoul Medical Center),alighting,22,63,80,130,124,171,157,202,289,274,298,341,357,303,317,305,264,300,172,148
2023.12.31,8,2711,Jangam,boarding,25,21,23,47,61,73,52,63,74,119,81,92,88,60,39,33,25,15,2,0
2023.12.31,7,2711,Jangam,alighting,0,13,26,15,35,58,57,69,44,30,43,39,56,44,36,21,23,16,13,0
2023.12.31,7,2712,Dobongsan,boarding,63,86,166,280,387,342,297,342,362,328,390,357,350,256,172,112,93,67,12,7
2023.12.31,7,2712,Dobongsan,alighting,18,121,90,158,372,478,389,367,418,378,336,422,387,356,289,344,398,299,192,231
2023.12.31,7,2713,Suraksan,boarding,135,175,195,389,483,572,463,638,620,641,603,543,528,482,335,306,241,230,76,8
2023.12.31,7,2713,Suraksan,alighting,23,75,142,197,372,396,369,438,447,465,489,478,552,568,473,442,427,384,234,150
2023.12.31,7,2714,Madeul,boarding,168,212,279,428,524,552,568,596,541,494,488,417,366,325,202,196,140,164,38,14
2023.12.31,7,2714,Madeul,alighting,36,77,76,144,148,190,175,270,327,358,447,444,594,493,435,447,352,366,234,146
2023.12.31,7,2715,Nowon,boarding,140,225,269,544,685,699,767,944,954,1120,1260,1219,1281,1284,1001,1049,836,613,349,165
2023.12.31,7,2715,Nowon,alighting,125,218,206,437,734,850,913,1240,1220,1390,1480,1372,1530,1219,1016,890,752,801,559,186
2023.12.31,7,2716,Junggye,boarding,111,222,230,464,589,669,538,617,832,758,500,551,456,340,256,240,215,187,76,111
2023.12.31,7,2716,Junggye,alighting,49,86,103,257,264,320,709,384,376,425,446,461,492,506,419,452,547,479,304,112
2023.12.31,7,2717,Hagye,boarding,134,183,285,534,585,771,659,801,820,811,770,775,722,548,386,780,375,414,112,27
2023.12.31,7,2717,Hagye,alighting,49,133,166,286,388,439,387,522,579,598,617,714,773,835,596,557,529,507,360,186
2023.12.31,7,2718,Gongneung(Seoul National Univ. of Science & Technology),boarding,115,136,177,304,410,459,469,543,536,529,504,535,558,390,333,318,275,233,117,52
2023.12.31,7,2718,Gongneung(Seoul National Univ. of Science & Technology),alighting,22,75,100,162,227,321,259,310,385,445,443,529,526,562,436,450,394,451,337,139
2023.12.31,7,2719,Taereung,boarding,89,84,105,167,274,296,303,310,388,388,373,385,400,367,274,226,221,171,98,27
2023.12.31,7,2719,Taereung,alighting,28,88,78,114,162,201,213,263,294,289,309,359,322,356,279,274,241,229,143,125
2023.12.31,7,2720,Meokgol,boarding,119,119,182,333,450,441,422,465,433,422,414,414,396,365,275,242,235,198,59,12
2023.12.31,7,2720,Meokgol,alighting,20,79,81,141,201,220,203,235,342,342,412,440,520,449,427,372,390,347,222,117
2023.12.31,7,2721,Junghwa,boarding,132,136,232,333,488,450,433,472,452,440,365,426,341,322,214,208,224,174,69,50
2023.12.31,7,2721,Junghwa,alighting,32,84,87,154,192,218,239,251,272,357,339,382,481,452,429,316,412,375,206,101
2023.12.31,7,2722,Sangbong(Intercity Bus Terminal),boarding,192,210,250,402,590,619,611,682,796,776,784,819,779,681,609,500,508,433,162,65
2023.12.31,7,2722,Sangbong(Intercity Bus Terminal),alighting,34,126,135,221,315,499,486,524,657,726,730,771,838,771,637,636,659,581,356,303
2023.12.31,7,2723,Myeonmok,boarding,146,217,364,508,694,695,603,568,631,583,531,544,512,408,355,300,267,217,96,15
2023.12.31,7,2723,Myeonmok,alighting,19,107,121,138,227,308,302,341,472,456,519,595,674,622,615,474,556,461,281,191
2023.12.31,7,2724,Sagajeong,boarding,144,240,311,477,674,664,642,724,784,676,675,657,613,499,374,373,364,306,160,50
2023.12.31,7,2724,Sagajeong,alighting,36,108,138,195,300,401,426,463,498,622,587,682,769,815,617,542,672,554,293,210
2023.12.31,7,2725,Yongmasan(Yongma Falls Park),boarding,55,92,122,214,279,268,231,242,274,226,205,221,188,144,114,115,112,94,37,9
2023.12.31,7,2725,Yongmasan(Yongma Falls Park),alighting,15,41,51,75,109,149,121,158,170,175,209,252,230,271,200,169,256,200,146,83
2023.12.31,7,2726,Junggok,boarding,101,138,175,333,470,468,433,491,472,460,460,395,392,327,261,170,198,186,76,79
2023.12.31,7,2726,Junggok,alighting,14,81,109,207,205,333,206,253,289,317,383,434,446,501,370,363,448,352,175,103
2023.12.31,7,2727,Gunja(Neung-dong),boarding,132,155,200,346,543,568,492,611,641,558,581,576,595,506,407,372,402,371,189,61
2023.12.31,7,2727,Gunja(Neung-dong),alighting,17,108,103,123,186,294,278,336,367,444,457,523,543,544,403,374,402,353,220,138
2023.12.31,7,2728,Children's Grand Park(Sejong Univ.),boarding,72,115,139,286,354,465,405,498,572,569,552,658,638,466,341,326,368,420,177,81
2023.12.31,7,2728,Children's Grand Park(Sejong Univ.),alighting,10,107,146,197,291,431,433,384,463,478,469,530,457,465,374,433,406,427,219,211
2023.12.31,7,2729,Konkuk Univ.,boarding,109,78,117,165,246,256,335,378,498,558,782,751,830,746,604,752,597,466,258,62
2023.12.31,7,2729,Konkuk Univ.,alighting,18,144,139,220,405,509,565,657,816,818,787,753,808,798,605,514,436,387,257,315
2023.12.31,7,2730,Ttukseom Park,boarding,55,122,122,222,343,366,289,328,396,450,475,645,614,570,463,385,294,200,114,193
2023.12.31,7,2730,Ttukseom Park,alighting,17,62,72,107,128,208,239,353,531,575,662,659,605,475,391,321,290,283,289,99
2023.12.31,7,2731,Cheongdam,boarding,47,144,125,156,183,250,198,312,283,386,377,458,468,531,370,283,375,330,91,52
2023.12.31,7,2731,Cheongdam,alighting,60,270,246,445,632,474,338,383,377,358,308,358,377,292,246,199,214,185,120,136
2023.12.31,7,2732,Gangnam-gu Office,boarding,58,77,62,82,136,149,194,211,291,304,382,383,378,327,302,321,319,282,56,15
2023.12.31,7,2732,Gangnam-gu Office,alighting,20,160,145,223,580,390,313,336,349,288,321,303,339,261,199,192,136,106,89,50
2023.12.31,7,2733,Hak-dong,boarding,61,117,111,131,151,191,249,329,330,384,434,473,389,574,317,263,307,241,125,22
2023.12.31,7,2733,Hak-dong,alighting,41,220,170,318,503,563,372,349,397,375,325,283,307,242,222,185,246,117,63,44
2023.12.31,7,2734,Nonhyeon,boarding,106,104,102,132,223,187,196,243,302,281,393,424,427,407,351,353,445,376,197,31
2023.12.31,7,2734,Nonhyeon,alighting,16,114,127,206,371,337,278,365,363,370,379,447,423,395,296,305,287,184,191,62
2023.12.31,7,2735,Banpo,boarding,17,57,34,59,91,119,139,164,170,218,245,274,266,297,192,173,210,155,52,5
2023.12.31,7,2735,Banpo,alighting,11,103,84,156,287,237,195,227,223,220,218,192,161,138,127,101,98,88,55,14
2023.12.31,7,2736,Express Bus Terminal,boarding,33,54,192,227,406,452,645,561,770,748,945,934,856,922,768,840,674,547,139,37
2023.12.31,7,2736,Express Bus Terminal,alighting,65,392,253,369,516,588,636,561,696,595,496,572,520,417,368,403,325,177,93,60
2023.12.31,7,2737,Naebang,boarding,27,125,102,150,297,335,316,423,435,414,364,476,424,306,272,239,232,204,68,39
2023.12.31,7,2737,Naebang,alighting,19,133,121,224,340,370,273,328,327,371,347,338,392,441,312,241,262,207,157,110
2023.12.31,7,2738,Isu,boarding,93,124,130,235,344,432,447,581,596,703,653,698,549,556,456,500,503,487,266,87
2023.12.31,7,2738,Isu,alighting,16,127,122,201,362,519,453,461,505,531,650,731,700,690,556,484,376,437,220,121
2023.12.31,7,2739,Namseong,boarding,90,154,172,357,524,554,472,604,473,496,464,420,339,254,202,178,187,178,74,19
2023.12.31,7,2739,Namseong,alighting,35,90,91,135,195,309,235,219,325,359,407,440,510,502,408,357,355,343,209,104
2023.12.31,7,2740,Soongsil Univ.(Salpijae),boarding,71,125,182,301,444,518,482,539,498,505,506,420,365,284,247,232,217,177,69,28
2023.12.31,7,2740,Soongsil Univ.(Salpijae),alighting,16,104,83,111,166,261,194,272,349,383,391,453,519,507,409,376,387,443,294,182
2023.12.31,7,2741,Sangdo,boarding,91,128,122,279,406,415,426,549,477,477,416,451,389,320,262,176,185,163,99,33
2023.12.31,7,2741,Sangdo,alighting,28,84,67,146,197,291,177,211,347,326,346,365,485,431,343,343,348,306,263,132
2023.12.31,7,2742,Jangseungbaegi,boarding,71,97,127,268,366,376,321,378,373,347,314,284,317,195,161,162,151,141,47,27
2023.12.31,7,2742,Jangseungbaegi,alighting,19,84,80,132,194,195,205,219,275,277,335,316,336,340,296,251,278,212,165,72
2023.12.31,7,2743,Sindaebangsamgeori,boarding,149,174,230,400,620,619,628,671,677,660,553,563,532,388,338,276,286,251,97,44
2023.12.31,7,2743,Sindaebangsamgeori,alighting,19,109,139,175,263,405,302,394,447,433,552,612,634,662,550,458,461,454,281,177
2023.12.31,7,2744,Boramae,boarding,54,74,75,148,202,224,205,264,290,304,250,272,242,170,135,130,117,97,48,14
2023.12.31,7,2744,Boramae,alighting,17,43,33,81,179,188,213,187,180,189,225,260,239,253,205,174,197,188,135,46
2023.12.31,7,2745,Sinpung,boarding,132,143,193,394,505,504,520,612,563,555,387,432,330,296,215,173,167,157,49,52
2023.12.31,7,2745,Sinpung,alighting,33,109,129,232,360,529,420,370,311,341,353,438,424,444,365,293,362,291,190,138
2023.12.31,7,2746,Daerim (Guro-gu Office),boarding,114,127,161,303,411,518,553,682,771,1004,1106,1181,1168,833,679,640,493,372,176,50
2023.12.31,7,2746,Daerim (Guro-gu Office),alighting,18,94,95,227,417,1558,1984,907,908,825,732,735,643,540,345,318,387,295,158,54
2023.12.31,7,2747,Namguro,boarding,180,180,234,431,525,643,512,572,603,527,519,549,546,429,352,313,253,187,113,32
2023.12.31,7,2747,Namguro,alighting,29,108,137,227,327,629,740,487,498,447,501,515,583,507,486,357,427,406,254,67
2023.12.31,7,2748,Gasan Digital Complex,boarding,104,109,153,255,354,352,442,526,625,814,868,991,987,870,609,520,553,271,101,12
2023.12.31,7,2748,Gasan Digital Complex,alighting,38,131,127,271,460,546,779,762,765,881,885,634,488,491,381,289,249,262,159,48
2023.12.31,7,2749,Cheolsan,boarding,157,169,275,444,694,766,739,849,862,821,803,825,685,808,489,517,418,407,160,34
2023.12.31,7,2749,Cheolsan,alighting,67,122,159,270,562,579,520,588,623,699,723,867,829,951,748,706,691,677,454,119
2023.12.31,7,2750,Gwangmyeongsageori,boarding,238,233,286,573,711,896,820,1014,1043,1079,1136,1121,1036,790,848,496,425,325,133,47
2023.12.31,7,2750,Gwangmyeongsageori,alighting,55,165,186,294,524,821,852,1029,1126,1111,1037,1045,994,869,793,548,566,533,332,103
2023.12.31,7,2751,Cheonwang,boarding,100,131,212,325,489,513,423,460,468,459,389,407,285,262,168,160,189,131,46,13
2023.12.31,7,2751,Cheonwang,alighting,20,100,73,134,162,206,170,241,324,317,461,421,470,419,341,359,387,255,178,84
2023.12.31,7,2752,Onsu(Sungkonghoe Univ.),boarding,90,89,141,270,332,382,298,420,347,301,299,252,247,185,167,140,162,97,30,16
2023.12.31,7,2752,Onsu(Sungkonghoe Univ.),alighting,18,43,102,144,160,215,119,175,206,272,277,266,326,329,264,229,249,263,163,232
2023.12.31,8,2811,Amsa,boarding,202,219,360,559,778,802,745,866,779,786,747,655,618,508,375,317,312,242,120,28
2023.12.31,8,2811,Amsa,alighting,21,89,128,179,238,290,292,376,508,575,640,690,816,729,697,687,581,598,292,244
2023.12.31,8,2812,Cheonho(Pungnaptoseong),boarding,135,181,263,401,524,512,596,644,651,708,693,747,757,733,535,492,394,307,252,92
2023.12.31,8,2812,Cheonho(Pungnaptoseong),alighting,22,136,143,220,475,551,520,743,805,845,836,869,1005,921,671,655,548,595,343,407
2023.12.31,8,2813,Gangdong-gu Office,boarding,61,113,141,247,372,389,368,460,413,377,410,380,340,251,183,166,236,155,66,8
2023.12.31,8,2813,Gangdong-gu Office,alighting,14,83,99,145,178,284,181,269,303,285,323,388,405,456,369,225,333,234,190,124
2023.12.31,8,2814,Mongchontoseong(World Peace Gate),boarding,28,54,67,152,189,254,245,290,278,316,259,301,259,249,169,169,165,145,82,142
2023.12.31,8,2814,Mongchontoseong(World Peace Gate),alighting,24,108,86,117,137,246,211,181,239,230,253,277,397,288,295,213,210,188,127,66
2023.12.31,8,2815,Jamsil (Songpa-gu Office),boarding,41,74,73,100,175,219,283,421,667,849,1159,1459,1447,1655,1546,1443,1417,908,295,1274
2023.12.31,8,2815,Jamsil (Songpa-gu Office),alighting,40,151,220,453,761,1073,1233,1442,1645,1729,1647,1604,1390,1238,766,702,582,697,945,181
2023.12.31,8,2816,Seokchon,boarding,49,68,74,129,250,294,288,279,344,394,373,354,352,321,265,284,291,218,119,356
2023.12.31,8,2816,Seokchon,alighting,10,71,75,141,246,316,297,464,441,479,483,487,582,485,455,340,326,300,354,192
2023.12.31,8,2817,Songpa,boarding,50,96,136,206,346,428,391,483,452,463,362,437,341,266,193,161,167,132,71,35
2023.12.31,8,2817,Songpa,alighting,11,51,63,109,190,243,197,234,315,348,340,461,419,412,314,302,290,225,146,109
2023.12.31,8,2818,Garak Market,boarding,46,70,71,109,161,200,244,287,313,340,375,319,331,297,275,260,218,189,111,23
2023.12.31,8,2818,Garak Market,alighting,23,79,124,160,181,242,268,313,327,352,345,440,461,361,307,188,169,144,99,174
2023.12.31,8,2819,Munjeong,boarding,35,65,99,193,237,292,341,432,399,436,366,381,390,339,272,302,337,279,152,27
2023.12.31,8,2819,Munjeong,alighting,29,85,97,148,234,306,250,307,289,296,318,420,369,442,329,272,333,233,187,184
2023.12.31,8,2820,Jangji,boarding,75,130,166,308,479,500,496,668,710,668,797,828,965,761,608,600,590,367,159,14
2023.12.31,8,2820,Jangji,alighting,41,139,292,326,438,532,537,629,635,783,681,678,673,693,396,372,394,285,235,200
2023.12.31,8,2821,Bokjeong,boarding,40,81,127,240,288,358,285,567,322,416,322,318,347,255,202,155,543,138,199,23
2023.12.31,8,2821,Bokjeong,alighting,33,102,90,234,184,481,178,370,205,296,254,225,268,402,339,222,306,204,106,207
2023.12.31,8,2822,Sanseong,boarding,70,73,101,205,242,308,252,327,260,257,257,242,207,168,122,126,106,76,38,2
2023.12.31,8,2822,Sanseong,alighting,17,42,48,68,127,131,129,154,176,208,222,231,278,294,220,235,285,213,134,105
2023.12.31,8,2823,Namhansanseong(Seongnam Court & Prosecutors' Office),boarding,162,182,259,419,647,594,578,615,591,500,521,446,380,321,235,192,175,154,66,5
2023.12.31,8,2823,Namhansanseong(Seongnam Court & Prosecutors' Office),alighting,33,93,98,108,147,235,177,266,293,316,379,428,483,508,450,444,516,418,245,132
2023.12.31,8,2824,Dandaeogeori,boarding,114,158,229,362,560,485,518,558,538,429,450,423,386,341,270,188,196,199,70,12
2023.12.31,8,2824,Dandaeogeori,alighting,37,117,101,137,185,171,189,270,269,342,393,452,520,557,425,422,535,396,294,182
2023.12.31,8,2825,Sinheung,boarding,52,54,88,171,261,213,196,251,258,241,264,261,237,204,163,169,148,106,65,7
2023.12.31,8,2825,Sinheung,alighting,11,41,43,74,88,125,155,243,280,258,222,286,321,322,208,212,193,178,111,86
2023.12.31,8,2826,Sujin,boarding,64,85,97,205,295,240,226,245,384,362,272,269,215,162,165,86,87,98,50,33
2023.12.31,8,2826,Sujin,alighting,5,45,97,72,190,190,245,157,263,225,192,191,197,222,232,191,171,183,134,73
2023.12.31,8,2827,Moran,boarding,36,68,65,94,132,139,166,211,265,220,206,209,210,187,144,130,130,145,93,8
2023.12.31,8,2827,Moran,alighting,14,72,50,49,96,125,113,167,187,152,182,213,190,235,185,190,202,199,106,262
2023.12.31,8,2828,Namwirye ,boarding,20,52,56,108,154,200,237,266,302,265,292,309,260,209,121,135,228,178,77,17
2023.12.31,8,2828,Namwirye ,alighting,19,53,68,112,136,165,135,181,205,220,229,272,274,293,254,204,182,187,115,115
2024.1.1,1,150,Seoul Station,boarding,383,257,308,975,1528,1720,2243,2970,2713,1962,2716,2882,2871,2685,2922,2031,2279,1729,868,43
2024.1.1,1,150,Seoul Station,alighting,249,867,834,1201,1744,1731,2188,2707,2605,2350,2615,2501,2829,2095,1833,1465,1031,585,298,82
2024.1.1,1,151,City Hall,boarding,188,92,167,245,322,357,503,596,589,714,935,1003,978,1116,951,909,723,462,176,3
2024.1.1,1,151,City Hall,alighting,103,276,292,451,614,575,754,923,983,796,834,697,670,564,351,302,272,120,89,38
2024.1.1,1,152,Jonggak,boarding,970,374,193,205,260,344,620,848,870,1109,1383,1578,1435,1422,1287,1318,1106,775,274,8
2024.1.1,1,152,Jonggak,alighting,87,240,290,547,742,885,1211,1437,1329,1337,1114,1053,964,685,458,288,237,157,107,23
2024.1.1,1,153,Jongno 3(sam)ga,boarding,480,200,145,175,258,424,749,1068,1086,1160,1480,1588,1338,1063,907,866,651,522,142,7
2024.1.1,1,153,Jongno 3(sam)ga,alighting,78,166,151,265,481,827,1262,1540,1561,1242,1096,914,649,461,304,204,184,138,86,41
2024.1.1,1,154,Jongno 5(o)ga,boarding,84,68,93,124,222,354,654,994,1214,1287,1321,1231,1035,846,603,481,378,161,50,0
2024.1.1,1,154,Jongno 5(o)ga,alighting,16,106,134,230,387,716,1048,1209,1244,1173,953,934,653,394,321,208,198,143,92,21
2024.1.1,1,155,Dongdaemun,boarding,310,182,143,245,390,388,512,607,817,827,815,760,631,518,442,309,281,172,118,7
2024.1.1,1,155,Dongdaemun,alighting,85,176,123,137,236,456,621,779,746,693,654,638,533,427,334,298,306,265,158,38
2024.1.1,1,156,Sinseoldong,boarding,123,130,105,205,286,325,482,553,587,664,617,559,409,294,240,183,168,124,48,2
2024.1.1,1,156,Sinseoldong,alighting,38,154,107,139,241,303,428,470,526,468,507,415,461,453,375,359,377,335,213,60
2024.1.1,1,157,Jegidong,boarding,81,114,122,200,276,446,643,752,937,932,1171,919,647,496,438,267,151,105,18,6
2024.1.1,1,157,Jegidong,alighting,48,106,127,196,420,524,771,1080,1205,1009,938,705,626,348,314,343,235,192,150,28
2024.1.1,1,158,Cheongnyangni(University of Seoul),boarding,165,162,223,309,493,640,786,952,1132,1234,1317,1394,1121,757,492,418,250,195,70,3
2024.1.1,1,158,Cheongnyangni(University of Seoul),alighting,53,169,170,278,423,614,970,1198,1244,1426,1237,1045,869,602,485,488,466,363,207,66
2024.1.1,1,159,Dongmyo,boarding,67,67,85,99,176,324,480,706,1075,1196,1328,1167,731,343,160,116,78,65,23,1
2024.1.1,1,159,Dongmyo,alighting,24,80,80,151,289,579,1018,1265,1345,1159,1008,566,326,212,169,155,180,175,107,61
2024.1.1,2,201,City Hall,boarding,74,105,103,137,205,245,419,530,567,628,895,763,758,748,610,609,596,342,156,1
2024.1.1,2,201,City Hall,alighting,30,119,183,268,318,336,464,404,469,530,523,403,489,447,271,229,225,172,127,8
2024.1.1,2,202,Euljiro 1(il)ga,boarding,229,176,135,209,410,539,868,983,1108,1428,1595,1772,1960,2081,1723,1827,1419,1286,544,2
2024.1.1,2,202,Euljiro 1(il)ga,alighting,135,396,462,856,1031,1137,1114,1373,1419,1576,1486,1749,1567,1240,961,835,611,472,217,165
2024.1.1,2,203,Euljiro 3(sam)ga,boarding,135,97,112,113,182,630,552,763,658,626,570,720,809,659,587,691,777,420,238,0
2024.1.1,2,203,Euljiro 3(sam)ga,alighting,29,176,237,418,535,634,691,487,488,550,678,668,771,666,443,382,327,309,177,0
2024.1.1,2,204,Euljiro 4(sa)ga,boarding,39,49,72,110,200,254,370,397,401,391,385,425,352,368,247,172,132,105,46,0
2024.1.1,2,204,Euljiro 4(sa)ga,alighting,21,118,96,106,143,281,328,369,367,425,353,319,303,293,214,200,252,203,139,0
2024.1.1,2,205,Dongdaemun History & Culture Park(DDP),boarding,174,184,153,179,292,451,501,586,617,696,744,763,890,753,676,594,533,499,189,1
2024.1.1,2,205,Dongdaemun History & Culture Park(DDP),alighting,59,205,197,250,296,502,548,701,744,835,854,865,835,705,578,539,472,454,269,2
2024.1.1,2,206,Sindang,boarding,118,195,164,205,334,307,311,466,499,588,599,577,621,421,316,284,267,237,100,0
2024.1.1,2,206,Sindang,alighting,48,200,133,170,266,328,389,524,602,577,593,621,677,625,492,415,398,337,231,1
2024.1.1,2,207,Sangwangsimni,boarding,105,157,144,224,334,366,440,436,404,476,450,392,412,350,239,214,209,113,44,0
2024.1.1,2,207,Sangwangsimni,alighting,52,156,112,158,196,199,229,287,341,339,418,476,529,491,455,400,439,348,220,0
2024.1.1,2,208,Wangsimni(Seongdong-gu Office),boarding,191,147,133,246,267,328,361,448,456,458,522,528,495,436,386,434,439,384,209,0
2024.1.1,2,208,Wangsimni(Seongdong-gu Office),alighting,78,230,128,163,273,241,282,378,436,473,546,596,634,592,504,485,435,396,267,1
2024.1.1,2,209,Hanyang Univ.,boarding,37,48,56,62,56,69,113,117,139,138,133,161,180,151,105,93,85,96,40,0
2024.1.1,2,209,Hanyang Univ.,alighting,25,95,52,54,69,98,130,129,148,191,131,148,166,148,118,132,161,132,108,0
2024.1.1,2,210,Ttukseom,boarding,84,148,109,161,184,278,355,446,562,757,762,861,885,872,822,774,612,360,97,0
2024.1.1,2,210,Ttukseom,alighting,31,185,117,183,364,605,839,805,851,762,942,865,785,597,350,289,262,208,154,1
2024.1.1,2,211,Seongsu,boarding,146,132,161,209,303,317,476,582,718,1152,1397,1621,1841,1604,1480,1447,1195,720,240,0
2024.1.1,2,211,Seongsu,alighting,33,273,225,334,458,838,1181,1653,1724,2137,2019,1753,1545,1117,661,442,362,274,338,79
2024.1.1,2,212,Konkuk Univ.,boarding,1799,1284,756,679,823,837,939,996,1259,1244,1432,1674,1631,1567,1551,1758,1880,1738,923,4
2024.1.1,2,212,Konkuk Univ.,alighting,100,431,293,372,521,681,1034,1324,1522,1722,1794,2238,2331,2212,1854,1540,1450,1227,696,96
2024.1.1,2,213,Guui (Gwangjin-gu Office),boarding,210,296,303,456,657,584,694,743,707,779,719,757,647,539,465,373,304,253,116,0
2024.1.1,2,213,Guui (Gwangjin-gu Office),alighting,47,354,200,249,297,287,384,479,542,586,689,873,879,902,766,780,812,640,419,3
2024.1.1,2,214,Gangbyeon (Dongseoul Bus Terminal),boarding,145,176,286,534,757,1008,1265,1234,1559,1526,1642,1866,1785,1992,1772,1838,1364,822,311,0
2024.1.1,2,214,Gangbyeon (Dongseoul Bus Terminal),alighting,129,610,476,530,603,768,841,1021,1201,1510,1422,1609,1399,1392,1101,918,692,576,358,0
2024.1.1,2,215,Jamsillaru,boarding,63,92,102,194,210,282,320,386,351,376,393,368,331,251,169,179,109,93,40,0
2024.1.1,2,215,Jamsillaru,alighting,57,172,139,120,160,189,229,233,274,294,305,365,383,381,260,243,225,226,127,0
2024.1.1,2,216,Jamsil (Songpa-gu Office),boarding,864,551,469,743,901,1147,1660,1983,2344,2984,3322,3916,4345,4330,3591,3671,3595,2399,515,0
2024.1.1,2,216,Jamsil (Songpa-gu Office),alighting,294,754,732,1199,1714,2051,2876,3071,3600,3378,3461,3473,3157,2710,1932,1568,1453,1260,616,0
2024.1.1,2,217,Jamsilsaenae,boarding,250,225,202,319,383,480,658,708,756,687,653,715,684,648,631,498,513,497,244,0
2024.1.1,2,217,Jamsilsaenae,alighting,36,167,144,233,369,300,424,531,752,752,897,889,892,979,755,637,575,466,276,0
2024.1.1,2,218,Sports Complex,boarding,44,95,84,130,124,134,143,214,225,272,220,195,337,1065,165,121,77,93,19,2
2024.1.1,2,218,Sports Complex,alighting,42,144,108,115,144,136,158,221,254,545,1078,279,245,224,185,172,147,149,81,0
